iata,icao,airport_name,location_served
KUU,VIBR,bhuntar_airport_(kullu_manali_airport),kullu__himachal_pradesh__india
KUV,RKJK,gunsan_airport,gunsan__south_korea
KUX,,kuyol_airport[dapi],kuyol__papua_new_guinea
KUY,,kamusi_airport[dapi],kamusi__papua_new_guinea
KVA,LGKV,kavala_international_airport_(alexander_the_great_airport),kavala__greece
KVB,ESGR,skövde_airport,skövde__sweden
KVC,PAVC,king_cove_airport,king_cove__alaska__united_states
KVD,UBBG,ganja_international_airport,ganja__azerbaijan
KVE,,kitava_island_airport,kitava_island__papua_new_guinea
KVG,AYKV,kavieng_airport,kavieng__papua_new_guinea
KVK,ULMK,kirovsk-apatity_airport_(khibiny_airport),kirovsk_/_apatity__murmansk_oblast__russia
KVL,PAVL,kivalina_airport,kivalina__alaska__united_states
KVM,UHMO,markovo_airport,markovo__chukotka__russia
KVO,LYKV,morava_airport,lađevci__serbia
KVR,,kavalerovo_airport[dapi],kavalerovo__primorsky_krai__russia
KVU,,korolevu_seaplane_base,korolevu__fiji
KVX,USKK,pobedilovo_airport,kirov__kirov_oblast__russia
KWA,PKWA,bucholz_army_airfield,kwajalein__marshall_islands
KWB,,dewadaru_airport,karimun_java__indonesia
KWD,,kavadja_airport[dapi],kavadja__central_african_republic
KWE,ZUGY,guiyang_longdongbao_international_airport,guiyang__guizhou__china
KWF,,waterfall_seaplane_base,waterfall__alaska__united_states
KWG,UKDR,kryvyi_rih_international_airport,kryvyi_rih_(krivoi_rog)__ukraine
KWH,OAHN,khwahan_airport,khwahan__afghanistan
KWI,OKBK,kuwait_international_airport,kuwait_city__kuwait
KWJ,RKJJ,gwangju_airport,gwangju_(kwangju)__south_korea
KWK,PAGG,kwigillingok_airport_(faa:_ggv),kwigillingok__alaska__united_states
KWL,ZGKL,guilin_liangjiang_international_airport,guilin__guangxi__china
KWM,YKOW,kowanyama_airport,kowanyama__queensland__australia
KWN,PAQH,quinhagak_airport_(faa:_aqh),quinhagak__alaska__united_states
KWO,AYKW,kawito_airport,kawito__papua_new_guinea
KWP,,west_point_village_seaplane_base,west_point__alaska__united_states
KWR,,kwai_harbour_airport,kwai_harbour__solomon_islands
KWS,AGKW[DAPI],kwailabesi_airport,kwailabesi__solomon_islands
KWT,PFKW,kwethluk_airport,kwethluk__alaska__united_states
KWV,,kurwina_airport,kurwina__papua_new_guinea
KWX,,kiwai_island_airport,kiwai_island__papua_new_guinea
KWY,,kiwayu_airport,kiwayu__kenya
KWZ,FZQM,kolwezi_airport,kolwezi__democratic_republic_of_the_congo
KXA,,kasaan_seaplane_base,kasaan__alaska__united_states
KXD,USHK,kondinskoye_airport[dapi],kondinskoye__khanty-mansi_autonomous_okrug__russia
KXE,FAKD,klerksdorp_airport_(p.c._pelser_airport),klerksdorp__south_africa
KXF,NFNO,koro_airport,koro_island__fiji
KXK,UHKK,komsomolsk-on-amur_airport,komsomolsk-on-amur__khabarovsk_krai__russia
KXR,,karoola_airport,karoola__papua_new_guinea
KXU,NTKT,katiu_airport[dapi],katiu__tuamotus__french_polynesia
KYA,LTAN,konya_airport,konya__turkey
KYD,RCLY,lanyu_airport,orchid_island__taiwan
KYE,OLKA,rene_mouawad_air_base_(kleyate_airport),tripoli__lebanon
KYF,YYLR,yeelirrie_airport,yeelirrie__western_australia__australia
KYI,YYTA,yalata_airport,yalata_mission__south_australia__australia
KYK,PAKY,karluk_airport,karluk__alaska__united_states
KYO,,tampa_north_aero_park[dapi]_(faa:_xdapidapi),tampa__florida__united_states
KYP,VYKP,kyaukpyu_airport,kyaukpyu__myanmar
KYS,GAKY,kayes_airport_(dag-dag_airport),kayes__mali
KYT,VYKU,kyauktu_airport,kyaukhtu__myanmar
KYU,PFKU,koyukuk_airport,koyukuk__alaska__united_states
KYX,AYYE,yalumet_airport,yalumet__papua_new_guinea
KYZ,UNKY,kyzyl_airport,kyzyl__tuva__russia
KZB,,zachar_bay_seaplane_base,zachar_bay__alaska__united_states
KZC,VDKH,kampong_chhnang_airport,kampong_chhnang__cambodia
KZD,,krakor_airport,krakor__cambodia
KZF,AYKT,kaintiba_airport,kaintiba__papua_new_guinea
KZG,ETIN,kitzingen_airport,kitzingen__bavaria__germany
KZI,LGKZ,kozani_national_airport_(filippos_airport),kozani__greece
KZN,UWKD,kazan_international_airport,kazan__tatarstan__russia
KZO,UAOO,kyzylorda_airport,kyzylorda__kazakhstan
KZR,LTBZ,zafer_airport,kütahya__turkey
KZS,LGKJ,kastellorizo_island_public_airport,kastellorizo__greece
